sample_id,extractor_name,version,file,line,symbol,extracted_fact,raw_context,reviewer1_label,reviewer2_label,adjudicated_label,error_category,notes
c_functions-097,c_functions,v7.0,.binddrift/worktrees/v7.0/include/linux/mm.h,977,__vm_flags_mod,"{""c_symbol"": ""__vm_flags_mod"", ""definition_file"": "".binddrift/worktrees/v7.0/include/linux/mm.h"", ""header_file"": "".binddrift/worktrees/v7.0/include/linux/mm.h"", ""line"": 977, ""params"": ""[\""struct vm_area_struct *vma\"", \""vm_flags_t set\"", \""vm_flags_t clear\""]"", ""return_type"": ""static inline void"", ""version_id"": ""v7.0""}","[""struct vm_area_struct *vma"", ""vm_flags_t set"", ""vm_flags_t clear""]",,,,,
c_functions-098,c_functions,v7.0,.binddrift/worktrees/v7.0/include/linux/mm.h,4774,pfn_is_unaccepted_memory,"{""c_symbol"": ""pfn_is_unaccepted_memory"", ""definition_file"": "".binddrift/worktrees/v7.0/include/linux/mm.h"", ""header_file"": "".binddrift/worktrees/v7.0/include/linux/mm.h"", ""line"": 4774, ""params"": ""[\""unsigned long pfn\""]"", ""return_type"": ""static inline bool"", ""version_id"": ""v7.0""}","[""unsigned long pfn""]",,,,,
c_functions-099,c_functions,v7.0,.binddrift/worktrees/v7.0/include/linux/fs.h,1780,vfs_unlink,"{""c_symbol"": ""vfs_unlink"", ""definition_file"": """", ""header_file"": "".binddrift/worktrees/v7.0/include/linux/fs.h"", ""line"": 1780, ""params"": ""[\""struct mnt_idmap *\"", \""struct inode *\"", \""struct dentry *\"", \""struct delegated_inode *\""]"", ""return_type"": ""int"", ""version_id"": ""v7.0""}","[""struct mnt_idmap *"", ""struct inode *"", ""struct dentry *"", ""struct delegated_inode *""]",,,,,
c_functions-100,c_functions,v7.0,.binddrift/worktrees/v7.0/include/linux/platform_device.h,359,platform_pm_thaw,"{""c_symbol"": ""platform_pm_thaw"", ""definition_file"": """", ""header_file"": "".binddrift/worktrees/v7.0/include/linux/platform_device.h"", ""line"": 359, ""params"": ""[\""struct device *dev\""]"", ""return_type"": ""extern int"", ""version_id"": ""v7.0""}","[""struct device *dev""]",,,,,
c_behavior_indicators-001,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/regulator/consumer.h,699,of_regulator_get_optional,"{""c_symbol"": ""of_regulator_get_optional"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/regulator/consumer.h"", ""evidence_line"": 699, ""evidence_text"": ""return ERR_PTR(-ENODEV);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""v7.0""}",return ERR_PTR(-ENODEV);,,,,,
c_behavior_indicators-002,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/blk-mq.h,932,blk_mq_freeze_queue,"{""c_symbol"": ""blk_mq_freeze_queue"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/blk-mq.h"", ""evidence_line"": 932, ""evidence_text"": ""unsigned int memflags = memalloc_noio_save();"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.16""}",unsigned int memflags = memalloc_noio_save();,,,,,
c_behavior_indicators-003,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/kunit/test.h,501,kunit_kmalloc,"{""c_symbol"": ""kunit_kmalloc"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/kunit/test.h"", ""evidence_line"": 501, ""evidence_text"": ""return kunit_kmalloc_array(test, 1, size, gfp);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.19""}","return kunit_kmalloc_array(test, 1, size, gfp);",,,,,
c_behavior_indicators-004,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/firmware.h,174,request_firmware_into_buf,"{""c_symbol"": ""request_firmware_into_buf"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/firmware.h"", ""evidence_line"": 174, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",return -EINVAL;,,,,,
c_behavior_indicators-005,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/xarray.h,753,xa_cmpxchg_irq,"{""c_symbol"": ""xa_cmpxchg_irq"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/xarray.h"", ""evidence_line"": 753, ""evidence_text"": ""might_alloc(gfp);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""HEAD_9207d47f966b""}",might_alloc(gfp);,,,,,
c_behavior_indicators-006,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/pm_opp.h,388,dev_pm_opp_put,"{""c_symbol"": ""dev_pm_opp_put"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/pm_opp.h"", ""evidence_line"": 388, ""evidence_text"": ""static inline void dev_pm_opp_put(struct dev_pm_opp *opp) {}"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""v7.0""}",static inline void dev_pm_opp_put(struct dev_pm_opp *opp) {},,,,,
c_behavior_indicators-007,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/clk.h,236,clk_notifier_register,"{""c_symbol"": ""clk_notifier_register"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/clk.h"", ""evidence_line"": 236, ""evidence_text"": ""return -ENOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",return -ENOTSUPP;,,,,,
c_behavior_indicators-008,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/mm.h,3784,pagetable_dtor_free,"{""c_symbol"": ""pagetable_dtor_free"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/mm.h"", ""evidence_line"": 3784, ""evidence_text"": ""pagetable_free(ptdesc);"", ""indicator_type"": ""FREE"", ""version_id"": ""HEAD_9207d47f966b""}",pagetable_free(ptdesc);,,,,,
c_behavior_indicators-009,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/regulator/consumer.h,353,devm_regulator_get_optional,"{""c_symbol"": ""devm_regulator_get_optional"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/regulator/consumer.h"", ""evidence_line"": 353, ""evidence_text"": ""return ERR_PTR(-ENODEV);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""HEAD_9207d47f966b""}",return ERR_PTR(-ENODEV);,,,,,
c_behavior_indicators-010,c_behavior_indicators,v6.14,.binddrift/worktrees/v6.14/include/linux/pci.h,1979,pci_get_subsys,"{""c_symbol"": ""pci_get_subsys"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.14/include/linux/pci.h"", ""evidence_line"": 1979, ""evidence_text"": ""{ return NULL; }"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.14""}",{ return NULL; },,,,,
c_behavior_indicators-011,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/clk.h,1017,devm_clk_get_optional_enabled_with_rate,"{""c_symbol"": ""devm_clk_get_optional_enabled_with_rate"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/clk.h"", ""evidence_line"": 1017, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.19""}",return NULL;,,,,,
c_behavior_indicators-012,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/pci.h,799,pcibios_err_to_errno,"{""c_symbol"": ""pcibios_err_to_errno"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/pci.h"", ""evidence_line"": 799, ""evidence_text"": ""return -ERANGE;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",return -ERANGE;,,,,,
c_behavior_indicators-013,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/include/linux/acpi.h,301,acpi_processor_evaluate_cst,"{""c_symbol"": ""acpi_processor_evaluate_cst"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/include/linux/acpi.h"", ""evidence_line"": 301, ""evidence_text"": ""return -ENODEV;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.17""}",return -ENODEV;,,,,,
c_behavior_indicators-014,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/mm.h,1787,get_page,"{""c_symbol"": ""get_page"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/mm.h"", ""evidence_line"": 1787, ""evidence_text"": ""if (WARN_ON_ONCE(folio_test_large_kmalloc(folio)))"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v7.0""}",if (WARN_ON_ONCE(folio_test_large_kmalloc(folio))),,,,,
c_behavior_indicators-015,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/pm_opp.h,326,dev_pm_opp_find_freq_exact_indexed,"{""c_symbol"": ""dev_pm_opp_find_freq_exact_indexed"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/pm_opp.h"", ""evidence_line"": 326, ""evidence_text"": ""return ERR_PTR(-EOPNOTSUPP);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""v7.0""}",return ERR_PTR(-EOPNOTSUPP);,,,,,
c_behavior_indicators-016,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/acpi.h,194,acpi_debugger_read_cmd,"{""c_symbol"": ""acpi_debugger_read_cmd"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/acpi.h"", ""evidence_line"": 194, ""evidence_text"": ""return -ENODEV;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v7.0""}",return -ENODEV;,,,,,
c_behavior_indicators-017,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/pid_namespace.h,111,copy_pid_ns,"{""c_symbol"": ""copy_pid_ns"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/pid_namespace.h"", ""evidence_line"": 111, ""evidence_text"": ""ns = ERR_PTR(-EINVAL);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""v6.19""}",ns = ERR_PTR(-EINVAL);,,,,,
c_behavior_indicators-018,c_behavior_indicators,v6.12,.binddrift/worktrees/v6.12/include/linux/phy.h,1828,phy_start_cable_test,"{""c_symbol"": ""phy_start_cable_test"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.12/include/linux/phy.h"", ""evidence_line"": 1828, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.12""}",return -EOPNOTSUPP;,,,,,
c_behavior_indicators-019,c_behavior_indicators,v6.12,.binddrift/worktrees/v6.12/include/linux/blk-mq.h,787,blk_mq_tag_to_rq,"{""c_symbol"": ""blk_mq_tag_to_rq"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.12/include/linux/blk-mq.h"", ""evidence_line"": 787, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.12""}",return NULL;,,,,,
c_behavior_indicators-020,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/security.h,1811,security_socket_getpeersec_stream,"{""c_symbol"": ""security_socket_getpeersec_stream"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/security.h"", ""evidence_line"": 1811, ""evidence_text"": ""return -ENOPROTOOPT;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v7.0""}",return -ENOPROTOOPT;,,,,,
c_behavior_indicators-021,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/acpi.h,990,acpi_match_device,"{""c_symbol"": ""acpi_match_device"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/acpi.h"", ""evidence_line"": 990, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""HEAD_9207d47f966b""}",return NULL;,,,,,
c_behavior_indicators-022,c_behavior_indicators,v6.14,.binddrift/worktrees/v6.14/rust/helpers/spinlock.c,21,rust_helper_spin_lock,"{""c_symbol"": ""rust_helper_spin_lock"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.14/rust/helpers/spinlock.c"", ""evidence_line"": 21, ""evidence_text"": ""spin_lock(lock);"", ""indicator_type"": ""ATOMIC_CONTEXT"", ""version_id"": ""v6.14""}",spin_lock(lock);,,,,,
c_behavior_indicators-023,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/pm_opp.h,525,devm_pm_opp_of_add_table,"{""c_symbol"": ""devm_pm_opp_of_add_table"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/pm_opp.h"", ""evidence_line"": 525, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",return -EOPNOTSUPP;,,,,,
c_behavior_indicators-024,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/clk.h,236,clk_notifier_register,"{""c_symbol"": ""clk_notifier_register"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/clk.h"", ""evidence_line"": 236, ""evidence_text"": ""return -ENOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",return -ENOTSUPP;,,,,,
c_behavior_indicators-025,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/pwm.h,574,devm_pwmchip_alloc,"{""c_symbol"": ""devm_pwmchip_alloc"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/pwm.h"", ""evidence_line"": 574, ""evidence_text"": ""return pwmchip_alloc(parent, npwm, sizeof_priv);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v7.0""}","return pwmchip_alloc(parent, npwm, sizeof_priv);",,,,,
c_behavior_indicators-026,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/include/linux/xarray.h,1020,xa_alloc_cyclic_bh,"{""c_symbol"": ""xa_alloc_cyclic_bh"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/include/linux/xarray.h"", ""evidence_line"": 1020, ""evidence_text"": ""might_alloc(gfp);"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.17""}",might_alloc(gfp);,,,,,
c_behavior_indicators-027,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/drivers/base/base.h,311,devtmpfs_create_node,"{""c_symbol"": ""devtmpfs_create_node"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/drivers/base/base.h"", ""evidence_line"": 311, ""evidence_text"": ""static inline int devtmpfs_create_node(struct device *dev) { return 0; }"", ""indicator_type"": ""ALLOC"", ""version_id"": ""HEAD_9207d47f966b""}",static inline int devtmpfs_create_node(struct device *dev) { return 0; },,,,,
c_behavior_indicators-028,c_behavior_indicators,v6.15,.binddrift/worktrees/v6.15/include/linux/phy.h,1868,phy_start_cable_test_tdr,"{""c_symbol"": ""phy_start_cable_test_tdr"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.15/include/linux/phy.h"", ""evidence_line"": 1868, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.15""}",return -EOPNOTSUPP;,,,,,
c_behavior_indicators-029,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/pwm.h,545,pwm_config,"{""c_symbol"": ""pwm_config"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/pwm.h"", ""evidence_line"": 545, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""HEAD_9207d47f966b""}",return -EINVAL;,,,,,
c_behavior_indicators-030,c_behavior_indicators,v6.9,.binddrift/worktrees/v6.9/include/linux/sched.h,1784,dup_user_cpus_ptr,"{""c_symbol"": ""dup_user_cpus_ptr"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.9/include/linux/sched.h"", ""evidence_line"": 1784, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.9""}",return -EINVAL;,,,,,
c_behavior_indicators-031,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/clk.h,337,clk_bulk_prepare,"{""c_symbol"": ""clk_bulk_prepare"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/clk.h"", ""evidence_line"": 337, ""evidence_text"": ""might_sleep();"", ""indicator_type"": ""MAY_SLEEP"", ""version_id"": ""v6.16""}",might_sleep();,,,,,
c_behavior_indicators-032,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/slab.h,1252,kfree_rcu_scheduler_running,"{""c_symbol"": ""kfree_rcu_scheduler_running"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/slab.h"", ""evidence_line"": 1252, ""evidence_text"": ""static inline void kfree_rcu_scheduler_running(void) { }"", ""indicator_type"": ""FREE"", ""version_id"": ""v7.0""}",static inline void kfree_rcu_scheduler_running(void) { },,,,,
c_behavior_indicators-033,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/include/linux/dma-mapping.h,227,dma_get_sgtable_attrs,"{""c_symbol"": ""dma_get_sgtable_attrs"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/include/linux/dma-mapping.h"", ""evidence_line"": 227, ""evidence_text"": ""return -ENXIO;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.17""}",return -ENXIO;,,,,,
c_behavior_indicators-034,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/pwm.h,522,pwm_apply_might_sleep,"{""c_symbol"": ""pwm_apply_might_sleep"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/pwm.h"", ""evidence_line"": 522, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",return -EOPNOTSUPP;,,,,,
c_behavior_indicators-035,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/include/linux/clk.h,986,devm_clk_get_prepared,"{""c_symbol"": ""devm_clk_get_prepared"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/include/linux/clk.h"", ""evidence_line"": 986, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.17""}",return NULL;,,,,,
c_behavior_indicators-036,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/clk.h,957,clk_get,"{""c_symbol"": ""clk_get"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/clk.h"", ""evidence_line"": 957, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.19""}",return NULL;,,,,,
c_behavior_indicators-037,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/include/linux/cpufreq.h,1201,cpufreq_boost_set_sw,"{""c_symbol"": ""cpufreq_boost_set_sw"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/include/linux/cpufreq.h"", ""evidence_line"": 1201, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.17""}",return -EOPNOTSUPP;,,,,,
c_behavior_indicators-038,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/regulator/consumer.h,699,of_regulator_get_optional,"{""c_symbol"": ""of_regulator_get_optional"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/regulator/consumer.h"", ""evidence_line"": 699, ""evidence_text"": ""return ERR_PTR(-ENODEV);"", ""indicator_type"": ""ERR_PTR_RETURN"", ""version_id"": ""HEAD_9207d47f966b""}",return ERR_PTR(-ENODEV);,,,,,
c_behavior_indicators-039,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/blkdev.h,290,blk_validate_block_size,"{""c_symbol"": ""blk_validate_block_size"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/blkdev.h"", ""evidence_line"": 290, ""evidence_text"": ""return -EINVAL;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",return -EINVAL;,,,,,
c_behavior_indicators-040,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/cred.h,242,get_cred_rcu,"{""c_symbol"": ""get_cred_rcu"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/cred.h"", ""evidence_line"": 242, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.19""}",return NULL;,,,,,
c_behavior_indicators-041,c_behavior_indicators,v6.18,.binddrift/worktrees/v6.18/include/linux/clk.h,1057,devm_clk_put,"{""c_symbol"": ""devm_clk_put"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.18/include/linux/clk.h"", ""evidence_line"": 1057, ""evidence_text"": ""static inline void devm_clk_put(struct device *dev, struct clk *clk) {}"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""v6.18""}","static inline void devm_clk_put(struct device *dev, struct clk *clk) {}",,,,,
c_behavior_indicators-042,c_behavior_indicators,v6.18,.binddrift/worktrees/v6.18/include/linux/clk.h,992,devm_clk_get_enabled,"{""c_symbol"": ""devm_clk_get_enabled"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.18/include/linux/clk.h"", ""evidence_line"": 992, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.18""}",return NULL;,,,,,
c_behavior_indicators-043,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/mm.h,2110,folio_put_refs,"{""c_symbol"": ""folio_put_refs"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/mm.h"", ""evidence_line"": 2110, ""evidence_text"": ""__folio_put(folio);"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""HEAD_9207d47f966b""}",__folio_put(folio);,,,,,
c_behavior_indicators-044,c_behavior_indicators,HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/mm.h,3741,ptlock_init,"{""c_symbol"": ""ptlock_init"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/mm.h"", ""evidence_line"": 3741, ""evidence_text"": ""if (!ptlock_alloc(ptdesc))"", ""indicator_type"": ""ALLOC"", ""version_id"": ""HEAD_9207d47f966b""}",if (!ptlock_alloc(ptdesc)),,,,,
c_behavior_indicators-045,c_behavior_indicators,v6.16,.binddrift/worktrees/v6.16/include/linux/pci.h,1903,pci_enable_ptm,"{""c_symbol"": ""pci_enable_ptm"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.16/include/linux/pci.h"", ""evidence_line"": 1903, ""evidence_text"": ""{ return -EINVAL; }"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.16""}",{ return -EINVAL; },,,,,
c_behavior_indicators-046,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/mm.h,837,vma_numab_state_free,"{""c_symbol"": ""vma_numab_state_free"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/mm.h"", ""evidence_line"": 837, ""evidence_text"": ""static inline void vma_numab_state_free(struct vm_area_struct *vma) {}"", ""indicator_type"": ""FREE"", ""version_id"": ""v6.19""}",static inline void vma_numab_state_free(struct vm_area_struct *vma) {},,,,,
c_behavior_indicators-047,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/include/linux/cpufreq.h,216,cpufreq_cpu_policy,"{""c_symbol"": ""cpufreq_cpu_policy"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/include/linux/cpufreq.h"", ""evidence_line"": 216, ""evidence_text"": ""return NULL;"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v7.0""}",return NULL;,,,,,
c_behavior_indicators-048,c_behavior_indicators,v7.0,.binddrift/worktrees/v7.0/drivers/base/base.h,73,subsys_put,"{""c_symbol"": ""subsys_put"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v7.0/drivers/base/base.h"", ""evidence_line"": 73, ""evidence_text"": ""kset_put(&sp->subsys);"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""v7.0""}",kset_put(&sp->subsys);,,,,,
c_behavior_indicators-049,c_behavior_indicators,v6.18,.binddrift/worktrees/v6.18/include/linux/configfs.h,102,config_group_put,"{""c_symbol"": ""config_group_put"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.18/include/linux/configfs.h"", ""evidence_line"": 102, ""evidence_text"": ""config_item_put(&group->cg_item);"", ""indicator_type"": ""REFCOUNT_PUT"", ""version_id"": ""v6.18""}",config_item_put(&group->cg_item);,,,,,
c_behavior_indicators-050,c_behavior_indicators,v6.19,.binddrift/worktrees/v6.19/include/linux/pm_opp.h,464,dev_pm_opp_set_rate,"{""c_symbol"": ""dev_pm_opp_set_rate"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.19/include/linux/pm_opp.h"", ""evidence_line"": 464, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE"", ""version_id"": ""v6.19""}",return -EOPNOTSUPP;,,,,,
c_behavior_indicators-051,c_behavior_indicators,v6.18,.binddrift/worktrees/v6.18/include/linux/dma-mapping.h,709,dmam_alloc_coherent,"{""c_symbol"": ""dmam_alloc_coherent"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.18/include/linux/dma-mapping.h"", ""evidence_line"": 709, ""evidence_text"": ""return dmam_alloc_attrs(dev, size, dma_handle, gfp,"", ""indicator_type"": ""ALLOC"", ""version_id"": ""v6.18""}","return dmam_alloc_attrs(dev, size, dma_handle, gfp,",,,,,
c_behavior_indicators-052,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/rust/helpers/clk.c,12,rust_helper_clk_get,"{""c_symbol"": ""rust_helper_clk_get"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/rust/helpers/clk.c"", ""evidence_line"": 12, ""evidence_text"": ""return clk_get(dev, id);"", ""indicator_type"": ""REFCOUNT_GET"", ""version_id"": ""v6.17""}","return clk_get(dev, id);",,,,,
c_behavior_indicators-053,c_behavior_indicators,v6.17,.binddrift/worktrees/v6.17/include/linux/pci.h,2042,pci_get_device,"{""c_symbol"": ""pci_get_device"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.17/include/linux/pci.h"", ""evidence_line"": 2042, ""evidence_text"": ""{ return NULL; }"", ""indicator_type"": ""NULL_RETURN"", ""version_id"": ""v6.17""}",{ return NULL; },,,,,
